OBJECTID,FID_ANP_Fed_ZN_ccl_V1_0,CLAVE,TIPO,,NOM_ANP,TIPO_POL,ANP & Zona Nucleo,NOM_POLIG,CAT_MANEJO,FEC_DECRET,ESTADO,MUNICIPIO,CAT_UICN,FUENTE,SUP_DECRE,HECTARES,SUPTER_CAL,SUPMAR_CAL,Ha_manu,FID_Concesiones_mineras_Agosto_2012,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO_1,ESTAMU,FECHA_SOL,SUPERFICIE,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,HECTAREAS,Inter_Has
138,103, ,Federal,,Sierra Gorda de Guanajuato,Zona Nucleo,Sierra Gorda de Guanajuato & Zona Nucleo,Zona Nucleo,RB,2/2/2007,Guanajuato,"Victoria, San Ciro de Acosta y Atarjea",Ia,CONANP,78304.62762,76909.442,0,0,76909.4418,29553,239484, , , ,EXPLOR.,10229,31,EL REALITO 2,VICTORIA,GTO.,05/27/2011,8744,"MEXICHEM FLUOR, S.A. DE C.V.",TSP, , , , , , , , ,12/15/2011,12/14/2061, , ,VIGENTE, , ,8660.08193181,0.7646659059
139,107, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo III,Zona Nucleo III,RB,11/30/2007,Michoacan,La Huacana y Arteaga,Ia,CONANP,9025.37536,8975.478,0,0,8975.47785454,1370,232624, , , ,EXPLOR.,8180,54,COLOMBIA,ARTEAGA,MICH.,05/19/2008,336,RICARDO ARMANDO BANDERAS FIERRO Y SOCIOS,Cu,Au,Ag,Pb,Zn, , , , ,09/26/2008,09/25/2058, , ,VIGENTE, , ,334.800738131,89.73970443
140,107, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo III,Zona Nucleo III,RB,11/30/2007,Michoacan,La Huacana y Arteaga,Ia,CONANP,9025.37536,8975.478,0,0,8975.47785454,1590,227909, , , ,EXPLOR.,7741,54,EL FARAON  IV,ARTEAGA,MICH.,12/01/2005,51990,"MITTAL STEEL, MEXICO, S.A. DE C.V.",Fe,Au,Ag,Pb,Cu,Zn,TSP, , ,09/13/2006,09/12/2056, , ,VIGENTE, , ,52954.06973,89.73970443
141,107, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo III,Zona Nucleo III,RB,11/30/2007,Michoacan,La Huacana y Arteaga,Ia,CONANP,9025.37536,8975.478,0,0,8975.47785454,1590,227909, , , ,EXPLOR.,7741,54,EL FARAON  IV,ARTEAGA,MICH.,12/01/2005,51990,"MITTAL STEEL, MEXICO, S.A. DE C.V.",Fe,Au,Ag,Pb,Cu,Zn,TSP, , ,09/13/2006,09/12/2056, , ,VIGENTE, , ,52954.06973,5.4633242932
142,107, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo III,Zona Nucleo III,RB,11/30/2007,Michoacan,La Huacana y Arteaga,Ia,CONANP,9025.37536,8975.478,0,0,8975.47785454,10586,147738, , , ,EXPLOT.,3785,54,MARIA DEL PILAR,LA HUACANA,MICH.,11/04/1963,240,"CIA. MINAS DEL CONDEMBARO, S.A. DE C.V.",Au,Ag,Pb,Zn, , , , , ,05/18/1967,05/17/1992, , ,VIGENTE, , ,239.087645608,5.4633242932
143,108, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo II,Zona Nucleo II,RB,11/30/2007,Michoacan,La Huacana,Ia,CONANP,706.42545,702.559,0,0,702.558709138,23611,233437, , ,232384,R-EXPLOR,6/2/44,54,LA HUACANA 1 RED,LA HUACANA,MICH.,12/12/2008,16260,"MINERA DE CORDILLERAS, S. DE R.L. DE C.V.",POT,TSP, , , , , , , ,02/24/2009,08/04/2058, , ,VIGENTE, , ,17022.4098057,92.9848068306
144,108, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo II,Zona Nucleo II,RB,11/30/2007,Michoacan,La Huacana,Ia,CONANP,706.42545,702.559,0,0,702.558709138,30779,240754, , ,233437,REDUCCIO,72,54,RED LA HUACANA 1 RED. FR. 4,LA HUACANA,MICH.,06/24/2011,700,"MINERA DE CORDILLERAS, S. DE R.L. DE C.V.",POT,TSP, , , , , , , ,06/28/2012,08/04/2058, , ,VIGENTE, , ,696.996261949,92.9848068306
145,109, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo I,Zona Nucleo I,RB,11/30/2007,Michoacan,La Huacana,Ia,CONANP,4865.17815,4835.741,0,0,4835.74077044,23611,233437, , ,232384,R-EXPLOR,6/2/44,54,LA HUACANA 1 RED,LA HUACANA,MICH.,12/12/2008,16260,"MINERA DE CORDILLERAS, S. DE R.L. DE C.V.",POT,TSP, , , , , , , ,02/24/2009,08/04/2058, , ,VIGENTE, , ,17022.4098057,0.0843916135
146,109, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo I,Zona Nucleo I,RB,11/30/2007,Michoacan,La Huacana,Ia,CONANP,4865.17815,4835.741,0,0,4835.74077044,27425,237351, , , ,EXPLOR.,8396,54,LOS TULES,LA HUACANA,MICH.,02/12/2010,6757,JOSE ALEJANDRO MEDINA XOCHIHUA,Fe,OTR, , , , , , , ,12/09/2010,12/08/2060, , ,VIGENTE, , ,6806.65025646,0.0843916135
147,109, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo I,Zona Nucleo I,RB,11/30/2007,Michoacan,La Huacana,Ia,CONANP,4865.17815,4835.741,0,0,4835.74077044,23611,233437, , ,232384,R-EXPLOR,6/2/44,54,LA HUACANA 1 RED,LA HUACANA,MICH.,12/12/2008,16260,"MINERA DE CORDILLERAS, S. DE R.L. DE C.V.",POT,TSP, , , , , , , ,02/24/2009,08/04/2058, , ,VIGENTE, , ,17022.4098057,0.0573414708
148,109, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo I,Zona Nucleo I,RB,11/30/2007,Michoacan,La Huacana,Ia,CONANP,4865.17815,4835.741,0,0,4835.74077044,30777,240752, , ,233437,REDUCCIO,72,54,RED LA HUACANA 1 RED. FR. 1,LA HUACANA,MICH.,06/24/2011,3792,"MINERA DE CORDILLERAS, S. DE R.L. DE C.V.",POT,TSP, , , , , , , ,06/28/2012,08/04/2058, , ,VIGENTE, , ,4407.89227895,0.0573414708
149,110, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo IV,Zona Nucleo IV,RB,11/30/2007,Michoacan,Arteaga,Ia,CONANP,8102.65788,8066.894,0,0,8066.89405308,1590,227909, , , ,EXPLOR.,7741,54,EL FARAON  IV,ARTEAGA,MICH.,12/01/2005,51990,"MITTAL STEEL, MEXICO, S.A. DE C.V.",Fe,Au,Ag,Pb,Cu,Zn,TSP, , ,09/13/2006,09/12/2056, , ,VIGENTE, , ,52954.06973,6.4646359717
150,110, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo IV,Zona Nucleo IV,RB,11/30/2007,Michoacan,Arteaga,Ia,CONANP,8102.65788,8066.894,0,0,8066.89405308,29851,239736, , , ,EXPLOR.,8604,54,INFIERNILLO,ARTEAGA,MICH.,01/28/2011,6090,JULIO OSCAR TRASVIÑA AGUILAR,TSP,Au,Ag,Cu,Fe,Zn, , , ,02/15/2012,02/14/2062, , ,VIGENTE, , ,6570.43531885,6.4646359717
151,110, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo IV,Zona Nucleo IV,RB,11/30/2007,Michoacan,Arteaga,Ia,CONANP,8102.65788,8066.894,0,0,8066.89405308,28567,238368, , , ,EXPLOR.,8552,54,EL ENGAÑO,ARTEAGA,MICH.,11/24/2010,498.3999938965,"MINERA RIO MURGA, S.A. DE C.V.",Au,Ag,Pb,Zn,TSP, , , , ,09/23/2011,09/22/2061, , ,VIGENTE, , ,497.008667031,224.0411284294
152,110, ,Federal,,Zicuiran - Infiernillo,Zona Nucleo,Zicuiran - Infiernillo & Zona Nucleo IV,Zona Nucleo IV,RB,11/30/2007,Michoacan,Arteaga,Ia,CONANP,8102.65788,8066.894,0,0,8066.89405308,29851,239736, , , ,EXPLOR.,8604,54,INFIERNILLO,ARTEAGA,MICH.,01/28/2011,6090,JULIO OSCAR TRASVIÑA AGUILAR,TSP,Au,Ag,Cu,Fe,Zn, , , ,02/15/2012,02/14/2062, , ,VIGENTE, , ,6570.43531885,224.0411284294
153,35, ,Federal,,El Pinacate y Gran Desierto de Altar,Zona Nucleo,El Pinacate y Gran Desierto de Altar & ZN I Sierra El Pinacate y Bahia de Adair,ZN I Sierra El Pinacate y Bahia de Adair,RB,6/10/1993,Sonora,General Plutarco Elías Calles y Puerto Peñasco,Ia,CONANP,228112.75,230039.301,0,0,230039.30123,17626,225426, , , ,EXPLOR.,29647,82,UNION 1,PUERTO PEÑASCO,SON.,05/19/2005,100,CARLOS ALBERTO SANDOVAL OSEGUERA,TRO,TSP, , , , , , , ,09/06/2005,09/05/2011, , ,VIGENTE, , ,100.936849029,0.0256122431
154,35, ,Federal,,El Pinacate y Gran Desierto de Altar,Zona Nucleo,El Pinacate y Gran Desierto de Altar & ZN I Sierra El Pinacate y Bahia de Adair,ZN I Sierra El Pinacate y Bahia de Adair,RB,6/10/1993,Sonora,General Plutarco Elías Calles y Puerto Peñasco,Ia,CONANP,228112.75,230039.301,0,0,230039.30123,28054,238110, , , ,EXPLOR.,34287,82,PINA 5 FRACC. 3,PUERTO PEÑASCO,SON.,09/30/2010,0.7949000001,ALFONSO DACO CALONZO,Ag,Pb,Cu,TSP, , , , , ,07/20/2011,07/19/2061, , ,VIGENTE, , ,0.8023117757,0.0256122431
155,35, ,Federal,,El Pinacate y Gran Desierto de Altar,Zona Nucleo,El Pinacate y Gran Desierto de Altar & ZN I Sierra El Pinacate y Bahia de Adair,ZN I Sierra El Pinacate y Bahia de Adair,RB,6/10/1993,Sonora,General Plutarco Elías Calles y Puerto Peñasco,Ia,CONANP,228112.75,230039.301,0,0,230039.30123,28419,238494, , , ,EXPLOR.,34505,82,ALEX FRACCION 3,PUERTO PEÑASCO,SON.,09/30/2010,93.2099990845,"INDUSTRIAL MINERA DEL DORADO, S.A. DE C.V.", ,TUN,TSP, , , , , , ,09/23/2011,09/22/2061, , ,VIGENTE, , ,94.0855063508,0.0256122431
156,53, ,Federal,,Ria Lagartos,Zona Nucleo,"Ria Lagartos & Zona Nucleo 3 Petentucha, Emmaly, Lagunas Miramar","Zona Nucleo 3 Petentucha, Emmaly, Lagunas Miramar",RB,5/21/1999,Yucatan,Río Lagartos y Tizimín,Ia,CONANP,8745.3871,8665.511,0,0,8665.51145105,8587,196655, , ,164580,EXPLOT.,321.4/5328,94,GEMINIS,TIZIMIN,YUC.,03/29/1993,110,JOSE ALVAREZ GUERRERO,SAL, , , , , , , , ,08/06/1993,05/17/2029, , ,VIGENTE, , ,108.941378129,4.05172794920218E-006
157,53, ,Federal,,Ria Lagartos,Zona Nucleo,"Ria Lagartos & Zona Nucleo 3 Petentucha, Emmaly, Lagunas Miramar","Zona Nucleo 3 Petentucha, Emmaly, Lagunas Miramar",RB,5/21/1999,Yucatan,Río Lagartos y Tizimín,Ia,CONANP,8745.3871,8665.511,0,0,8665.51145105,8596,196735, , ,169959,EXPLOT.,321.4/5327,94,NEPTUNO,TIZIMIN,YUC.,09/25/1992,110,JOSE ALVAREZ GUERRERO,SAL, , , , , , , , ,08/06/1993,03/11/2032, , ,VIGENTE, , ,108.940503637,4.05172794920218E-006
158,53, ,Federal,,Ria Lagartos,Zona Nucleo,"Ria Lagartos & Zona Nucleo 3 Petentucha, Emmaly, Lagunas Miramar","Zona Nucleo 3 Petentucha, Emmaly, Lagunas Miramar",RB,5/21/1999,Yucatan,Río Lagartos y Tizimín,Ia,CONANP,8745.3871,8665.511,0,0,8665.51145105,14613,213420, , , ,EXPLOR.,0004,113,ISYSA 15 FRACC. I,RIO LAGARTOS,YUC.,11/30/1999,1987,"INDUSTRIA SALINERA DE YUCATAN, S.A.",SAL, , , , , , , , ,05/11/2001,05/10/2007, , ,VIGENTE, , ,1968.15354372,4.05172794920218E-006
159,103, ,Federal,,Sierra Gorda de Guanajuato,Zona Nucleo,Sierra Gorda de Guanajuato & Zona Nucleo,Zona Nucleo,RB,2/2/2007,Guanajuato,"Victoria, San Ciro de Acosta y Atarjea",Ia,CONANP,78304.62762,76909.442,0,0,76909.4418,578,230980, , , ,EXPLOR.,9401,31,DANY,XICHU,GTO.,05/30/2007,20090,"DESARROLLOS MINEROS SAN LUIS, S.A. DE C.V.",Au,Ag,Pb,Zn,TSP, , , , ,11/22/2007,11/21/2057, , ,VIGENTE, , ,23796.2783506,0.5633992837
160,103, ,Federal,,Sierra Gorda de Guanajuato,Zona Nucleo,Sierra Gorda de Guanajuato & Zona Nucleo,Zona Nucleo,RB,2/2/2007,Guanajuato,"Victoria, San Ciro de Acosta y Atarjea",Ia,CONANP,78304.62762,76909.442,0,0,76909.4418,814,227040, , , ,EXPLOR.,9339,31,EL MEZQUITE,XICHU,GTO.,11/08/2005,1176,"COMPAÑIA MINERA AUTLAN, S.A. DE C.V.",Mn,Ag,Au,TSP, , , , , ,04/18/2006,04/17/2056, , ,VIGENTE, , ,1164.75927838,0.5633992837
161,103, ,Federal,,Sierra Gorda de Guanajuato,Zona Nucleo,Sierra Gorda de Guanajuato & Zona Nucleo,Zona Nucleo,RB,2/2/2007,Guanajuato,"Victoria, San Ciro de Acosta y Atarjea",Ia,CONANP,78304.62762,76909.442,0,0,76909.4418,19223,193806, , ,182619,N-EXPLOR,6/1.2/152,31,LAS GUIJAS,XICHU,GTO.,08/08/1991,474.299987793,"MINAS DE SANTA MARTHA, S.A. DE C.V.",Au,Ag,Cu,Pb,Zn, , , , ,12/19/1991,12/18/1994, , ,VIGENTE, , ,469.820827734,0.5633992837
