CLAVE,CAT_MANEJO,NOM_ANP,TIPO_POL,NOM_POLIG,FEC_DECRET,ESTADO,MUNICIPIO,CAT_UICN,FUENTE,SUP_DECRE,HECTARES,SUPTER_CAL,SUPMAR_CAL,Has_Ramsar,FID_Concesiones_mineras_Agosto_2012,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO_1,ESTAMU,FECHA_SOL,SUPERFICIE,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,HECTAREAS
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25100,235003,,,,EXPLOR.,16762,7,HUGO H FRACCION II,MUZQUIZ,COAH.,03/29/2007,3.212,MARIA GUADALUPE GONZALEZ LAZO,CAR,,,,,,,,,09/29/2009,09/28/2059,,,VIGENTE,,,3.1945888955
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1072,229526,,,220677,D-EXPLOT,7/3/106,7,EL CINCO SUR,MUZQUIZ,COAH.,02/09/2007,649,SUCESION DE GENARO GARZA VAQUERA,CAR,TSP,,,,,,,,05/03/2007,09/23/2053,,,VIGENTE,,,645.418710828
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10388,196852,,,186830,EXPLOT.,321.42/1365,96,MOTA DEL CURA Y EL CARRIZO No. 2,MUZQUIZ,COAH.,04/05/1993,462.5,MINERA Y ENERGIA DEL NORESTE S.A DE C.V..,CAR,,,,,,,,,08/13/1993,05/15/2040,,,VIGENTE,,,460.001095281
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,9978,219066,,,199818,EXPLOT.,7/1.3/983,96,AMPL. LOS MUZQUIZ  No. 3 A,MUZQUIZ,COAH.,11/12/1999,22.86,"MINERIA Y ENERGIA DEL NORESTE, S.A.",CAR,,,,,,,,,02/04/2003,02/03/2053,,,VIGENTE,,,22.7309077571
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14668,224155,,,216846,R-EXPLOR,7/2/66,7,REDUCCION SANTA ROSA FRACC. I,ABASOLO,COAH.,09/29/2004,275500,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,,,,,,,,,04/15/2005,06/04/2008,,,VIGENTE,,,287323.169612
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10388,196852,,,186830,EXPLOT.,321.42/1365,96,MOTA DEL CURA Y EL CARRIZO No. 2,MUZQUIZ,COAH.,04/05/1993,462.5,MINERA Y ENERGIA DEL NORESTE S.A DE C.V..,CAR,,,,,,,,,08/13/1993,05/15/2040,,,VIGENTE,,,460.001095281
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10398,196851,,,186834,EXPLOT.,321.42/1322,96,LOS MUZQUIZ No. 3,MUZQUIZ,COAH.,04/05/1993,466.5,MINERA Y ENERGIA DEL NORESTE S.A.DE C.V.,CAR,,,,,,,,,08/13/1993,05/15/2040,,,VIGENTE,,,463.890974412
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10395,198196,,,187679,EXPLOT.,321.42/1364,96,MOTA DEL CURA Y EL CARRIZO NO. 1,MUZQUIZ,COAH.,09/25/1992,416.5,MINERA Y ENERGIA DEL NORESTE S.A.DE C.V.,CAR,,,,,,,,,11/05/1993,09/16/2040,,,VIGENTE,,,414.147317633
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10398,196851,,,186834,EXPLOT.,321.42/1322,96,LOS MUZQUIZ No. 3,MUZQUIZ,COAH.,04/05/1993,466.5,MINERA Y ENERGIA DEL NORESTE S.A.DE C.V.,CAR,,,,,,,,,08/13/1993,05/15/2040,,,VIGENTE,,,463.890974412
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10395,198196,,,187679,EXPLOT.,321.42/1364,96,MOTA DEL CURA Y EL CARRIZO NO. 1,MUZQUIZ,COAH.,09/25/1992,416.5,MINERA Y ENERGIA DEL NORESTE S.A.DE C.V.,CAR,,,,,,,,,11/05/1993,09/16/2040,,,VIGENTE,,,414.147317633
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14668,224155,,,216846,R-EXPLOR,7/2/66,7,REDUCCION SANTA ROSA FRACC. I,ABASOLO,COAH.,09/29/2004,275500,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,,,,,,,,,04/15/2005,06/04/2008,,,VIGENTE,,,287323.169612
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10398,196851,,,186834,EXPLOT.,321.42/1322,96,LOS MUZQUIZ No. 3,MUZQUIZ,COAH.,04/05/1993,466.5,MINERA Y ENERGIA DEL NORESTE S.A.DE C.V.,CAR,,,,,,,,,08/13/1993,05/15/2040,,,VIGENTE,,,463.890974412
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14668,224155,,,216846,R-EXPLOR,7/2/66,7,REDUCCION SANTA ROSA FRACC. I,ABASOLO,COAH.,09/29/2004,275500,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,,,,,,,,,04/15/2005,06/04/2008,,,VIGENTE,,,287323.169612
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1042,229721,,,,EXPLOR.,16329,7,DORADOS 9,MUZQUIZ,COAH.,12/15/2005,269,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,267.466031033
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,10398,196851,,,186834,EXPLOT.,321.42/1322,96,LOS MUZQUIZ No. 3,MUZQUIZ,COAH.,04/05/1993,466.5,MINERA Y ENERGIA DEL NORESTE S.A.DE C.V.,CAR,,,,,,,,,08/13/1993,05/15/2040,,,VIGENTE,,,463.890974412
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25509,235404,,,234155,R-EXPLOR,7/2/144,96,EL CINCO FRACC: I A,MUZQUIZ,COAH.,08/28/2009,874.7,SUCESION DE GENARO GARZA VAQUERA,CAR,TSP,,,,,,,,11/24/2009,09/23/2053,,,VIGENTE,,,869.991849254
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1043,229722,,,,EXPLOR.,16329,7,DORADOS 10,MUZQUIZ,COAH.,12/15/2005,192.1,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,190.991633198
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6076,222793,,,200321,EXPLOT.,7/1.3/1157,7,LA ESPERANZA,MUZQUIZ,COAH.,06/27/2000,166.1,ARIEL RODRIGUEZ GARZA,CAR,,,,,,,,,09/02/2004,09/01/2054,,,VIGENTE,,,165.197656559
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14830,218709,,,,EXPLOR.,14560,7,AMO III,MUZQUIZ,COAH.,03/08/1999,5.399,ELISEO RAMIREZ SAHAGUN,CAR,,,,,,,,,01/16/2003,01/15/2009,,,VIGENTE,,,5.3684637046
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1043,229722,,,,EXPLOR.,16329,7,DORADOS 10,MUZQUIZ,COAH.,12/15/2005,192.1,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,190.991633198
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6076,222793,,,200321,EXPLOT.,7/1.3/1157,7,LA ESPERANZA,MUZQUIZ,COAH.,06/27/2000,166.1,ARIEL RODRIGUEZ GARZA,CAR,,,,,,,,,09/02/2004,09/01/2054,,,VIGENTE,,,165.197656559
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15008,212229,,,,EXPLOR.,8346,96,SANTA RITA FRACCION I,SABINAS,COAH.,02/04/1997,33.04,GUILLERMO ZAVALA DAVILA,CAR,BAR,FLU,,,,,,,09/26/2000,09/25/2006,,,VIGENTE,,,32.8554454831
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1043,229722,,,,EXPLOR.,16329,7,DORADOS 10,MUZQUIZ,COAH.,12/15/2005,192.1,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,190.991633198
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14830,218709,,,,EXPLOR.,14560,7,AMO III,MUZQUIZ,COAH.,03/08/1999,5.399,ELISEO RAMIREZ SAHAGUN,CAR,,,,,,,,,01/16/2003,01/15/2009,,,VIGENTE,,,5.3684637046
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15010,211839,,,,EXPLOR.,8154,96,ALAMO III,MUZQUIZ,COAH.,07/17/1996,40.43,JOSE PABLO GUZMAN LOPEZ Y SOC.,CAR,,,,,,,,,07/28/2000,07/27/2006,,,VIGENTE,,,40.2120168497
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1046,229725,,,,EXPLOR.,16329,7,DORADOS 23,MUZQUIZ,COAH.,12/15/2005,264700,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,264344.243345
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15025,207753,,,,EXPLOR.,14153,7,TANO,JUAREZ,COAH.,08/14/1997,981.4,DAVID EDUARDO CARABAZA GUAJARDO 22.5%,,,,,,,,,,07/10/1998,07/09/2004,,,VIGENTE,,,975.692645267
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,27287,237208,,,,EXPLOR.,16019,7,MARA,JUAREZ,COAH.,05/20/2005,447,ALEJANDRO MONTAÑO MARTINEZ Y SOCIOS,CAR,TSP,,,,,,,,11/26/2010,11/25/2060,,,VIGENTE,,,444.413597255
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1054,229734,,,,EXPLOR.,16329,7,DORADOS 25,MUZQUIZ,COAH.,12/15/2005,2.509,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,2.4949428089
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15025,207753,,,,EXPLOR.,14153,7,TANO,JUAREZ,COAH.,08/14/1997,981.4,DAVID EDUARDO CARABAZA GUAJARDO 22.5%,,,,,,,,,,07/10/1998,07/09/2004,,,VIGENTE,,,975.692645267
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,19314,224154,,,216844,D-EXPLOR,7/2/64,7,REDUCCION MILENIO FRACCION I,PROGRESO,COAH.,09/29/2004,265900,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,,,,,,,,,04/15/2005,06/04/2008,,,VIGENTE,,,264364.510436
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1054,229734,,,,EXPLOR.,16329,7,DORADOS 25,MUZQUIZ,COAH.,12/15/2005,2.509,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,TSP,,,,,,,,06/12/2007,06/11/2057,,,VIGENTE,,,2.4949428089
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,19314,224154,,,216844,D-EXPLOR,7/2/64,7,REDUCCION MILENIO FRACCION I,PROGRESO,COAH.,09/29/2004,265900,"MINERALES MONCLOVA, S.A. DE C.V.",CAR,,,,,,,,,04/15/2005,06/04/2008,,,VIGENTE,,,264364.510436
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,27287,237208,,,,EXPLOR.,16019,7,MARA,JUAREZ,COAH.,05/20/2005,447,ALEJANDRO MONTAÑO MARTINEZ Y SOCIOS,CAR,TSP,,,,,,,,11/26/2010,11/25/2060,,,VIGENTE,,,444.413597255
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1071,229899,,,219786,D-EXPLOT,7/3/107,7,NOGALITOS FRACCION B,MUZQUIZ,COAH.,06/06/2007,1703,"MINERALES MONCLOVA, S.A. DE C.V.",TSP,CAR,,,,,,,,06/26/2007,04/10/2053,,,VIGENTE,,,1694.40832548
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6072,223303,,,201595,EXPLOT.,7/1.3/1266,96,REGALO,MUZQUIZ,COAH.,10/10/2001,252,JOSE ROGELIO SANCHEZ SANCHEZ Y SOCS.,CAR,,,,,,,,,11/25/2004,11/24/2054,,,VIGENTE,,,250.718919541
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,9918,222716,,,206056,EXPLOT.,7/1/1392,96,MUPO T RGL,MUZQUIZ,COAH.,10/27/2003,975.8,"MINERIA Y ACARREOS, S.A. DE C.V. Y SOCS.",CAR,,,,,,,,,08/18/2004,08/17/2054,,,VIGENTE,,,970.723738317
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,1072,229526,,,220677,D-EXPLOT,7/3/106,7,EL CINCO SUR,MUZQUIZ,COAH.,02/09/2007,649,SUCESION DE GENARO GARZA VAQUERA,CAR,TSP,,,,,,,,05/03/2007,09/23/2053,,,VIGENTE,,,645.418710828
