CLIENTE,EDO,FOLIO,PRODUCTO,TONS,MONTO,
RODELO REYES AGRICULTORES SPR DE RL,BC,20390274,SORGO,127,22578.35,CALL
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391398,SORGO,3048,629858.5,PUT
BACHOCO SA DE CV,GUANAJUATO,110391422,SORGO,2667,551126.18,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391455,SORGO,6477,1338449.3,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391489,SORGO,2540,524882.08,PUT
LA CAPILLA DE GUADALUPE JAL SPR DE RI,GUANAJUATO,110391513,SORGO,1651,341173.35,PUT
ARTURO ESQUIVAS ROMERO,GUANAJUATO,110391547,SORGO,1651,341173.35,PUT
HECTOR ALCALA GONZALEZ,GUANAJUATO,110391570,SORGO,1651,341173.35,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391406,SORGO,3048,713837.5,PUT
BACHOCO SA DE CV,GUANAJUATO,110391430,SORGO,2794,654351.04,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391463,SORGO,6477,1516904.68,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391497,SORGO,2540,594864.58,PUT
LA CAPILLA DE GUADALUPE JAL SPR DE RI,GUANAJUATO,110391521,SORGO,1524,356918.75,PUT
ARTURO ESQUIVAS ROMERO,GUANAJUATO,110391554,SORGO,1524,356918.75,PUT
HECTOR ALCALA GONZALEZ,GUANAJUATO,110391588,SORGO,1524,356918.75,PUT
AGRICULTORES LA NORIA SPR DE RL,GUANAJUATO,110391414,SORGO,6096,1083760.99,CALL
AGRICULTORES BAJIO SPR DE RL,GUANAJUATO,110391448,SORGO,5461,970869.22,CALL
AGROPAZAGE SPR DE RI,GUANAJUATO,110391477,SORGO,12955,2302992.11,CALL
AGROPRODUCTORES  UNIDOS  DE YURIRIA SPR DE RL,GUANAJUATO,110391505,SORGO,5080,903134.16,CALL
AGROPRODUCTORES DEL PAIS SPR DE RL DE CV,GUANAJUATO,110391539,SORGO,3175,564458.85,CALL
AGROSERVICIOS GUANAJUATO SA DE CV,GUANAJUATO,110391562,SORGO,3175,564458.85,CALL
AGROSERVICIOS GUANAJUATO SA DE CV,GUANAJUATO,110391596,SORGO,3175,564458.85,CALL
ALMIDONES MEXICANOS SA DE CV,JALISCO,1402900032,MAÍZ,4953,1062510.31,PUT
AGROPECUARIA BAROBAMPO SA DE CV,SINALOA,250390291,SORGO,2032,345257.66,PUT
LUIS ENRIQUE URQUIDY BOJORQUEZ,SINALOA,250390309,SORGO,2032,249281.66,CALL
MINSA SA DE CV,JALISCO,140290016,MAÍZ,2159,502802.27,PUT
EL BARATILLO DE LOS PEREZ SPR DE RL,JALISCO,140290024,MAÍZ,2159,383832.02,CALL
INTERPEC SAN MARCOS SA DE CV,ZACATECAS,320290133,MAÍZ,762,139469.12,PUT
INTEGRADORA   DE   SERVICIOS REGIIONALES LA HONDA SA DE CV,ZACATECAS,320290117,MAÍZ,2159,395162.52,PUT
SEMILLAS Y FORRAJES EL GRULLO SPR DE RL,ZACATECAS,320290125,MAÍZ,2159,423488.77,CALL
EL SILOGISMO SPR DE RL,ZACATECAS,320290141,MAÍZ,508,99644.42,CALL
EL SILOGISMO SPR DE RL,ZACATECAS,320290141,MAÍZ,254,49822.21,CALL
COMPLEJO INDUSTRIAL DE TIZAYUCA SA DE CV A EN P,MORELOS,170390389,SORGO,381,69734.56,PUT
COMPLEJO INDUSTRIAL DE TIZAYUCA SA DE CV A EN P,MORELOS,170390405,SORGO,508,108975.42,PUT
PRODUCTORES DE HUITCHILA SPLR DE RL,MORELOS,170390397,SORGO,381,74733.31,CALL
PRODUCTORES DE HUITCHILA SPLR DE RL,MORELOS,170390397,SORGO,254,49822.21,CALL
PRODUCTORES DE HUITCHILA SPLR DE RL,MORELOS,170390397,SORGO,254,49822.21,CALL
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391604,SORGO,127,23578.1,PUT
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391620,SORGO,127,23578.1,PUT
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391646,SORGO,254,47156.21,PUT
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391679,SORGO,1524,282937.25,PUT
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391703,SORGO,127,23578.1,PUT
MULTISERVICIOS 2001 SA DE CV,MICHOACÁN,160390316,SORGO,254,47156.21,PUT
TOMAS & TOMAS SPR DE RL,GUANAJUATO,110391729,SORGO,10033,1862670.22,PUT
MPG SA DE CV,MICHOACÁN,160390407,SORGO,8382,1556154.86,PUT
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391653,SORGO,127,27243.85,PUT
MULTISERVICIOS 2001 SA DE CV,GUANAJUATO,110391687,SORGO,1524,326926.25,PUT
MULTISERVICIOS 2001 SA DE CV,MICHOACÁN,160390324,SORGO,254,54487.71,PUT
TOMAS & TOMAS SPR DE RL,GUANAJUATO,110391737,SORGO,9906,2125020.61,PUT
RAMON ROJO CORTES,GUANAJUATO,110391612,SORGO,127,24577.85,CALL
MA  MARCELINA  LUCIA  GUZMAN GUTIERREZ,GUANAJUATO,110391638,SORGO,127,24577.85,CALL
FILEMON ARMENTA JIMENEZ,GUANAJUATO,110391661,SORGO,381,73733.56,CALL
PRODUCTORES Y GANADEROS LA ORDEÑA SPR DE RL,GUANAJUATO,110391695,SORGO,508,98311.42,CALL
PRODUCTORES Y GANADEROS LA ORDEÑA SPR DE RL,GUANAJUATO,110391695,SORGO,762,147467.12,CALL
PRODUCTORES Y GANADEROS LA ORDEÑA SPR DE RL,GUANAJUATO,110391695,SORGO,254,49155.71,CALL
PRODUCTORES Y GANADEROS LA ORDEÑA SPR DE RL,GUANAJUATO,110391695,SORGO,1524,294934.25,CALL
RAFAEL GALVAN OROZCO,GUANAJUATO,110391711,SORGO,127,24577.85,CALL
JORGE CABELLO RODRIGUEZ,MICHOACÁN,160390332,SORGO,508,98311.42,CALL
PRODUCTORES SANTA ELENA SPR DE RL,GUANAJUATO,110391745,SORGO,7874,1523826.95,CALL
PRODUCTORES SANTA ELENA SPR DE RL,GUANAJUATO,110391745,SORGO,2032,393245.66,CALL
PRODUCTORES SANTA ELENA SPR DE RL,GUANAJUATO,110391745,SORGO,10033,1941650.47,CALL
COMERCIALIZADORA AGROPECUARIA GRANADOS SA DE CV,MICHOACÁN,160390415,SORGO,4191,811069.18,CALL
COMERCIALIZADORA AGROPECUARIA GRANADOS SA DE CV,MICHOACÁN,160390415,SORGO,4191,811069.18,CALL
FORRAJES GUTIERREZ SA DE CV,MICHOACÁN,160390340,SORGO,5080,943124.16,PUT
ALBASA SA DE CV,MICHOACÁN,160390373,SORGO,5080,943124.16,PUT
ALBASA SA DE CV,GUANAJUATO,110391778,SORGO,14987,2782216.27,PUT
SAKXIM SA DE CV,GUANAJUATO,110391802,SORGO,2540,471562.08,PUT
FORRAJES GUTIERREZ SA DE CV,MICHOACÁN,160390357,SORGO,4953,1062510.31,PUT
ALBASA SA DE CV,MICHOACÁN,160390381,SORGO,4953,1062510.31,PUT
ALBASA SA DE CV,GUANAJUATO,110391786,SORGO,14987,3214774.77,PUT
SAKXIM SA DE CV,GUANAJUATO,110391810,SORGO,2540,544877.08,PUT
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,MICHOACÁN,160390365,SORGO,1270,245778.54,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,MICHOACÁN,160390365,SORGO,1651,319512.1,CALL
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,MICHOACÁN,160390365,SORGO,254,49155.71,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,MICHOACÁN,160390365,SORGO,1524,294934.25,CALL
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,MICHOACÁN,160390365,SORGO,5334,1032269.87,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,MICHOACÁN,160390399,SORGO,3048,589868.5,CALL
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,MICHOACÁN,160390399,SORGO,1651,319512.1,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,MICHOACÁN,160390399,SORGO,5334,1032269.87,CALL
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,GUANAJUATO,110391794,SORGO,17019,3293432.44,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,GUANAJUATO,110391794,SORGO,12955,2506941.11,CALL
PC AGROPRODUCTORES SPR DE RL,GUANAJUATO,110391828,SORGO,5080,983114.16,CALL
NUTRIGAFER SA DE CV,CHIHUAHUA,80290315,MAÍZ,1524,282937.25,PUT
AGRICOLA GANADERA LOS LUJAN SPR DE RL DE CV,CHIHUAHUA,80290331,MAÍZ,10033,1862670.22,PUT
UNION NORTE DE ENGORDADORES AC,CHIHUAHUA,80290356,MAÍZ,16511,3065153.52,PUT
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290323,MAÍZ,1524,296933.75,CALL
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290349,MAÍZ,10033,1954813.84,CALL
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290364,MAÍZ,16511,3216782.27,CALL
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391760,SORGO,1016,188624.83,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391836,SORGO,1016,220616.83,PUT
UNION Y PROGRESO DEL CAMPO SPR DE RL,GUANAJUATO,110391752,SORGO,2032,395911.66,CALL
UNION AGRICOLA REGIONAL DE PRODUCTORES DE MAIZ AMARILLO ASI COMO OTROS GRANOS Y SEMILLAS DE CHIHUAHUA,CHIHUAHUA,80290372,MAÍZ,50040,9749324.73,CALL
INTEGRADORA GRANOS DE MEXICO SA DE CV,CHIHUAHUA,80290380,MAÍZ,25020,4644886.49,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,CHIHUAHUA,80290398,MAÍZ,25020,5432689.49,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,MICHOACÁN,160390423,SORGO,2032,409548.67,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,MICHOACÁN,160390456,SORGO,2540,511935.84,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391877,SORGO,889,179177.54,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391901,SORGO,2921,588726.22,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391935,SORGO,1524,307161.5,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391968,SORGO,508,102387.17,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391992,SORGO,1270,255967.92,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,MICHOACÁN,160390431,SORGO,2032,409548.67,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,MICHOACÁN,160390464,SORGO,2540,511935.84,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391885,SORGO,762,153580.75,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391919,SORGO,3048,614323.01,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391943,SORGO,1524,307161.5,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110391976,SORGO,508,102387.17,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392008,SORGO,1270,255967.92,PUT
RAMOS COMERCIALIZADORA PRODUCTORA Y SERVICIOS SPR DE RL,MICHOACÁN,160390449,SORGO,2540,485255.84,CALL
RAMOS COMERCIALIZADORA PRODUCTORA Y SERVICIOS SPR DE RL,MICHOACÁN,160390449,SORGO,1524,291153.5,CALL
AGROPAZAGE SPR DE RI,MICHOACÁN,160390472,SORGO,5080,970511.68,CALL
AGRICULTORES Y GANADEROS UNIDOS SPR DE RL,GUANAJUATO,110391893,SORGO,1651,315416.3,CALL
SISTEMA EMPRESARIAL DE BIENES Y RECURSOS AGROPECUARIOS SPR DE RL,GUANAJUATO,110391927,SORGO,5969,1140351.22,CALL
SOCIEDAD COOPERATIVA DE CONSUMO DE POLICULTORES DE HUANIMARO GUANAJUATO SCL,GUANAJUATO,110391950,SORGO,3048,582307.01,CALL
UEPICA 16 DE ABRIL,GUANAJUATO,110391984,SORGO,1016,194102.34,CALL
SOCIEDAD INTEGRAL SAN CRISTO SPR DE RL,GUANAJUATO,110392016,SORGO,2540,485255.84,CALL
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290414,MAÍZ,10033,1916760.57,CALL
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290430,MAÍZ,5080,970511.68,CALL
AGRICOLA GANADERA LOS LUJAN SPR DE RL DE CV,CHIHUAHUA,80290406,MAÍZ,10033,2035319.82,PUT
CORNELIO WIEBE REMPEL,CHIHUAHUA,80290422,MAÍZ,5080,1030541.68,PUT
NUPLEN COMERCIALIZADORA SA DE CV,CHIHUAHUA,80290448,MAÍZ,21083,4276747.97,PUT
NUPLEN COMERCIALIZADORA SA DE CV,CHIHUAHUA,80290448,MAÍZ,28957,5912106.58,PUT
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290455,MAÍZ,50040,9559540.05,CALL
PROTEINAS Y OLEICOS SA DE CV,TAMAULIPAS,280490012,SOYA,8845,4937093.98,PUT
NUPLEN COMERCIALIZADORA SA DE CV,CHIHUAHUA,80290463,MAÍZ,19940,4280493.84,PUT
NUPLEN COMERCIALIZADORA SA DE CV,CHIHUAHUA,80290463,MAÍZ,80141,17203768.25,PUT
UNION AGRICOLA REGIONAL DE PRODUCTORES DE MAIZ AMARILLO ASI COMO OTROS GRANOS Y SEMILLAS DE CHIHUAHUA,CHIHUAHUA,80290471,MAÍZ,100081,18067888.1,CALL
COMERCIALIZADORA  DE  GRANOS UNIPRO SC DE RL,CHIHUAHUA,80290489,MAÍZ,34292,3905791.92,PUT
UNION AGRICOLA REGIONAL DE PRODUCTORES DE MAIZ AMARILLO ASI COMO OTROS GRANOS Y SEMILLAS DE CHIHUAHUA,CHIHUAHUA,80290497,MAÍZ,5080,863791.68,CALL
UNION AGRICOLA REGIONAL DE PRODUCTORES DE MAIZ AMARILLO ASI COMO OTROS GRANOS Y SEMILLAS DE CHIHUAHUA,CHIHUAHUA,80290497,MAÍZ,11177,1900341.7,CALL
UNION AGRICOLA REGIONAL DE PRODUCTORES DE MAIZ AMARILLO ASI COMO OTROS GRANOS Y SEMILLAS DE CHIHUAHUA,CHIHUAHUA,80290497,MAÍZ,13844,2353832.33,CALL
UNION AGRICOLA REGIONAL DE PRODUCTORES DE MAIZ AMARILLO ASI COMO OTROS GRANOS Y SEMILLAS DE CHIHUAHUA,CHIHUAHUA,80290497,MAÍZ,4191,712628.14,CALL
BACHOCO SA DE CV,CHIHUAHUA,80390198,SORGO,2540,578635.84,PUT
BACHOCO SA DE CV,CHIHUAHUA,80390206,SORGO,2667,691609.63,PUT
MANUEL RICARDO JARAMILLO,CHIHUAHUA,80390214,SORGO,5207,885386.47,CALL
NUTRICION Y ALIMENTOS DE SONORA SA DE CV,SONORA,260390661,SORGO,1524,243129.5,PUT
EL TOROCOBA SPR DE RL,SONORA,260390679,SORGO,1524,203109.5,CALL
BACHOCO SA DE CV,BC,20390282,SORGO,2159,491840.46,PUT
BACHOCO SA DE CV,BC,20390290,SORGO,2413,625742.05,PUT
JUAN RODRIGUEZ RUIZ,BC,20390308,SORGO,3175,539869.8,CALL
ALEJANDRO ISMAEL GALVAN FAUSTO,BC,20390316,SORGO,254,43189.58,CALL
ALFREDO RUBIO SALDAÑA,BC,20390324,SORGO,1143,194353.13,CALL
BACHOCO SA DE CV,SONORA,260390687,SORGO,1270,205942.92,PUT
BACHOCO SA DE CV,SONORA,260390695,SORGO,1270,299322.92,PUT
COMERCIAL  DE  PRODUCTOS AGRICOLAS SA DE CV,SONORA,260390703,SORGO,1778,227623.09,CALL
COMERCIAL DE PRODUCTOS AGRICOLAS SA DE CV,SONORA,260390711,SORGO,254,32517.58,CALL
ROSENDO LEY DUARTE,SONORA,260390729,SORGO,127,16258.79,CALL
ABRAHAM MORENO,SONORA,260390737,SORGO,127,16258.79,CALL
LAMBERTO ANTILLON,SONORA,260390744,SORGO,254,32517.58,CALL
INTEGRADORA GRANOS DE MEXICO SA DE CV,MICHOACÁN,160390480,SORGO,4953,1141346.39,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392024,SORGO,10033,2311958.07,PUT
JUAN CARLOS RODRIGUEZ RAMIREZ,MICHOACÁN,160390514,SORGO,2540,585305.84,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,MICHOACÁN,160390498,SORGO,4953,1284417.89,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392032,SORGO,9906,2568835.78,PUT
JUAN CARLOS RODRIGUEZ RAMIREZ,MICHOACÁN,160390522,SORGO,2540,658675.84,PUT
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,MICHOACÁN,160390506,SORGO,9906,1684393.78,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,GUANAJUATO,110392040,SORGO,19940,3390382.34,CALL
EXHACIENDA VILLA CHAVINDA SPR DE RL DE CV,MICHOACÁN,160390530,SORGO,5080,863791.68,CALL
BACHOCO SA DE CV,GUANAJUATO,110290087,MAÍZ,381,87795.88,PUT
INCUBADORA HIDALGO S DE RL DE CV,QUERÉTARO,220290019,MAÍZ,2540,585305.84,PUT
BACHOCO SA DE CV,GUANAJUATO,110290095,MAÍZ,381,98801.38,PUT
INCUBADORA HIDALGO S DE RL DE CV,QUERÉTARO,220290027,MAÍZ,2540,658675.84,PUT
GRUPO DE PRODUCTORES LA LAGUNA Y EL LLANO SPR DE RL,GUANAJUATO,110290103,MAÍZ,762,129568.75,CALL
AGRICULTORES QUERETANOS USP DE RL,QUERÉTARO,220290035,MAÍZ,5080,863791.68,CALL
MANUEL MIRON LOPEZ,TAMAULIPAS,280395385,SORGO,762,175591.75,PUT
GONZALO HERRERAJARAMILLO,TAMAULIPAS,280395393,SORGO,762,129568.75,CALL
UNION  GANADERA REGIONAL DE PORCICULTORES DE SONORA,SINALOA,250390317,SORGO,9525,1619609.4,PUT
EMBARQUES  Y  SEMILLAS  DEL ZOCONUSCOSPR DE RI,SINALOA,250390325,SORGO,9525,1169384.4,CALL
MOLINOS DEL FENIX SA DE CV,ZACATECAS,320590060,TRIGO,1225,371441.63,PUT
CONSEJO ESTATAL DE PRODUCTORES DE TRIGO DEL ESTADO DE ZACATECAS AC,ZACATECAS,320590078,TRIGO,1225,371441.63,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,GUANAJUATO,110592268,TRIGO,3130,1041285.72,PUT
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,GUANAJUATO,110592276,TRIGO,2994,1362862.42,PUT
GRANEROS CAMACHO SPR DE RL,GUANAJUATO,110592250,TRIGO,6123,1737148.14,CALL
BACHOCO SA DE CV,CHIHUAHUA,80290505,MAÍZ,10033,2232918.57,PUT
BACHOCO SA DE CV,CHIHUAHUA,80290513,MAÍZ,10033,2549076.57,PUT
CERRO DE LA INSTANCIA SPR DE RL DE CV,CHIHUAHUA,80290521,MAÍZ,20067,3517363.14,CALL
LECTIO S DE RL DE CV,CHIHUAHUA,80290539,MAÍZ,42039,9355646.15,PUT
JAVIER CASTILLO DOMINGUEZ,CHIHUAHUA,80290547,MAÍZ,42039,7368653.15,CALL
NUEVA  TECNOLOGIA  DE ALIMENTACION SA DE CV,QUERÉTARO,220390033,SORGO,3175,706619.8,PUT
NUEVA  TECNOLOGIA  DE ALIMENTACION SA DE CV,MICHOACÁN,160390571,SORGO,2540,565295.84,PUT
RAFAEL ABREGO OSORNIO,QUERÉTARO,220390058,SORGO,6350,1413239.6,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392081,SORGO,5080,1130591.68,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392115,SORGO,4445,989267.72,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392149,SORGO,5969,1328445.22,PUT
ERNESTO OCHOA MARTIN,GUANAJUATO,110392172,SORGO,14987,3335245.46,PUT
NUTRISOW SA DE CV,QUERÉTARO,220390017,SORGO,2413,537031.05,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392099,SORGO,4953,1258404.89,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392123,SORGO,4318,1097070.93,PUT
INTEGRADORA GRANOS DE MEXICO SA DE CV,GUANAJUATO,110392156,SORGO,5969,1516539.22,PUT
ERNESTO OCHOA MARTIN,GUANAJUATO,110392180,SORGO,14987,3807481.46,PUT
FINCA AGRARISTA S DE S DE S,QUERÉTARO,220390041,SORGO,3175,556544.8,CALL
MULTIGRANOS DEL BAJIO SPR DE RL,MICHOACÁN,160390589,SORGO,2540,445235.84,CALL
GRUPO AMEALCO SPR DE RL,QUERÉTARO,220390066,SORGO,6350,1113089.6,CALL
INTEGRADORA  AGROPECUARIA  DEL CENTRO SA DE CV,GUANAJUATO,110392107,SORGO,4191,734639.14,CALL
INTEGRADORA AGROPECUARIA DEL CENTRO SA DE CV,GUANAJUATO,110392107,SORGO,5842,1024042.43,CALL
PRODUCTORES DE GRANOS CANTARRANAS SPR DE RL,GUANAJUATO,110392131,SORGO,2540,445235.84,CALL
PRODUCTORES DE GRANOS CANTARRANAS SPR DE RL,GUANAJUATO,110392131,SORGO,2540,445235.84,CALL
PRODUCTORES DE GRANOS CANTARRANAS SPR DE RL,GUANAJUATO,110392131,SORGO,3683,645591.97,CALL
AGROPRODUCTORES  UNIDOS  DE NUEVO MILENIO SPR DE RL,GUANAJUATO,110392164,SORGO,11939,2092608.45,CALL
AGROPRODUCTORES  UNIDOS  DE NUEVO MILENIO SPR DE RL,GUANAJUATO,110392198,SORGO,13971,2448797.12,CALL
AGROPRODUCTORES  UNIDOS  DE NUEVO MILENIO SPR DE RL,GUANAJUATO,110392198,SORGO,2540,445235.84,CALL
AGROPRODUCTORES   UNIDOS   DE NUEVO MILENIO SPR DE RL,GUANAJUATO,110392198,SORGO,13463,2359749.95,CALL
FINCA AGRARISTA S DE S DE S,QUERÉTARO,220390025,SORGO,2413,422974.05,CALL
BACHOCO SA DE CV,GUANAJUATO,110290111,MAÍZ,8509,1893741.06,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290145,MAÍZ,127,28264.79,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290160,MAÍZ,635,141323.96,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290194,MAÍZ,127,28264.79,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290228,MAÍZ,508,113059.17,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290251,MAÍZ,1778,395707.09,PUT
INCUBADORA HIDALGO S DE RL DE CV,GUANAJUATO,110290285,MAÍZ,1524,339177.5,PUT
INCUBADORA HIDALGO S DE RL DE CV,MICHOACÁN,160290060,MAÍZ,381,84794.38,PUT
INCUBADORA HIDALGO S DE RL DE CV,MICHOACÁN,160290094,MAÍZ,381,84794.38,PUT
MAIZORO S DE RL DE CV,MICHOACÁN,160290136,MAÍZ,127,28264.79,PUT
MAIZORO S DE RL DE CV,MICHOACÁN,160290169,MAÍZ,254,56529.58,PUT
BACHOCO SA DE CV,GUANAJUATO,110290129,MAÍZ,8509,2161875.06,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290178,MAÍZ,508,129067.17,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290202,MAÍZ,127,32266.79,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290236,MAÍZ,508,129067.17,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290269,MAÍZ,1778,451735.09,PUT
MAIZORO S DE RL DE CV,GUANAJUATO,110290293,MAÍZ,1524,387201.5,PUT
INCUBADORA HIDALGO S DE RL DE CV,MICHOACÁN,160290078,MAÍZ,508,129067.17,PUT
INCUBADORA HIDALGO S DE RL DE CV,MICHOACÁN,160290102,MAÍZ,254,64533.58,PUT
MAIZORO S DE RL DE CV,MICHOACÁN,160290144,MAÍZ,254,64533.58,PUT
MAIZORO S DE RL DE CV,MICHOACÁN,160290177,MAÍZ,381,96800.38,PUT
CASA  NOBLE  SERVICIOS AGROPECUARIOS SA DE CV,GUANAJUATO,110290137,MAÍZ,17019,2983080.13,CALL
ALFAMONTI SPR DE RL,GUANAJUATO,110290152,MAÍZ,127,22261.79,CALL
SOCIEDAD AGRICOLA MONTEBELLO,GUANAJUATO,110290186,MAÍZ,1143,200356.13,CALL
JOSE LUIS MONTIBELLER CAMPOS,GUANAJUATO,110290210,MAÍZ,254,44523.58,CALL
SEMILLAS Y CEREALES CORRALEJO SPR DE RL,GUANAJUATO,110290244,MAÍZ,1016,178094.34,CALL
SISTEMA EMPRESARIAL DE BIENES Y RECURSOS AGROPECUARIOS SPR DE RL,GUANAJUATO,110290277,MAÍZ,3556,623330.18,CALL
PRODUCTORES DE GRANOS CANTARRANAS SPR DE RL,GUANAJUATO,110290301,MAÍZ,1270,222617.92,CALL
PRODUCTORES DE GRANOS CANTARRANAS SPR DE RL,GUANAJUATO,110290301,MAÍZ,1778,311665.09,CALL
AGROPRODUCTORES UNIDOS REGION GUAYANGAREO SPR DE RL,MICHOACÁN,160290086,MAÍZ,889,155832.54,CALL
SERVICIOS   AGROPECUARIOS INTEGRALES DELÑ BAJIO (SABIA) SPR DE RL,MICHOACÁN,160290110,MAÍZ,635,111308.96,CALL
SISTEMA EMPRESARIAL DE BIENES Y RECURSOS AGROPECUARIOS SPR DE RL,MICHOACÁN,160290151,MAÍZ,381,66785.38,CALL
RAMOS COMERCIALIZADORA PRODUCTORA Y SERVICIOS SPR DE RL,MICHOACÁN,160290128,MAÍZ,635,111308.96,CALL
ALMIDONES MEXICANOS SA DE CV,ZACATECAS,320290158,MAÍZ,6858,1508289.77,PUT
ALMIDONES MEXICANOS SA DE CV,ZACATECAS,320290166,MAÍZ,3175,698282.3,PUT
LOS INICIADORES DE BOQUILLA DE ABA,ZACATECAS,320290208,MAÍZ,1397,244879.71,CALL
HUMBERTO FELIX MARTINEZ,ZACATECAS,320290182,MAÍZ,254,44523.58,CALL
LA GLORIA DE SAN FELIPE SPR DE RL,ZACATECAS,320290190,MAÍZ,1397,310912.71,PUT
LA GLORIA DE SAN FELIPE SPR DE RL,ZACATECAS,320290174,MAÍZ,254,56529.58,PUT
RICARDO GONZALEZ ROMERO,JALISCO,140390014,SORGO,635,157998.96,PUT
RICARDO GONZALEZ CERDA,JALISCO,140390022,SORGO,635,114643.96,CALL
ALMIDONES MEXICANOS SA DE CV,ZACATECAS,320290216,MAÍZ,254,55862.58,PUT
COMPLEJO AGROPECUARIO INDUSTRIAL DE TIZAYUCAN SA DE CV,MORELOS,170390553,SORGO,508,113059.17,PUT
COMPLEJO AGROPECUARIO INDUSTRIAL DE TIZAYUCAN SA DE CV,MORELOS,170390587,SORGO,508,113059.17,PUT
